src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,MALICIOUS,DNS,LDAP,MSSQL,NTP,NetBIOS,Portmap,SNMP,SSDP,Syn,TFTP,UDP,UDPLag,WebDDoS
10.20.99.60,185.199.108.133,61665,443,6,2021-04-12 22:40:28,38242.10166931152,3164.052045212252,52.29838091259921,26.149190456299603,26.149190456299603,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.033747897,0.048927072,0.03319116,0.037228942,0.023794549,2.8910888e-08,0.266737,0.40549156,7.069072e-05,0.06233194,0.086804576,0.001670722,3.8481685e-06
10.20.99.60,185.199.110.154,61668,443,6,2021-04-12 22:40:28,37309.16976928711,3243.170532827218,53.60612450954079,26.803062254770396,26.803062254770396,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,252,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.033727773,0.048925016,0.03318638,0.037205376,0.023784759,2.8918915e-08,0.26660404,0.4058107,7.0663955e-05,0.06221735,0.08679543,0.0016687092,3.848998e-06
10.20.99.60,8.8.4.4,57520,443,17,2021-04-12 22:39:57,36039887.90512085,292.4537398048452,0.9433991606607909,0.47169958033039544,0.47169958033039544,17,17,4003,6537,1392.0,75.0,235.47058823529412,301.89579769244864,1392.0,67.0,384.52941176470586,379.6580687078151,1392,67,310.0,350.99187186834837,123195.29411764706,136,136,8,17,1092117.8153066924,18869959.115982056,0.0,3539649.627740204,36039887.90512085,18869959.115982056,191.9269561767578,2252492.994070053,4819502.212957983,35990424.156188965,18895431.04171753,0.0,2249401.5097618103,4832845.626033964,0,0,0,0,1,0,0,0,0,0,0,1.0,310.0,0,0,7022907.018661499,191.9269561767578,2124375.9989738464,2752959.249096869,18869437.217712402,13065.814971923828,3984953.694873386,5867713.153432586,0.0,0.0,0.0,0.0,0.0,0.0,235.47058823529412,384.52941176470586,0,17,17,4003,6537,,,,,,,,,,,,,,
10.20.99.60,142.250.199.78,60215,443,17,2021-04-12 22:40:08,25553285.837173462,610.7238066932779,0.8609460301968546,0.5087408360254141,0.3522051941714405,13,9,11419,4187,1392.0,75.0,878.3846153846154,585.8374070129197,1392.0,67.0,465.22222222222223,411.94168351513537,1392,67,709.3636363636364,559.9011719170175,313489.3223140496,104,72,8,13,1216823.1351034981,18946802.854537964,0.0,4193106.780546269,25553285.837173462,18946802.854537964,26.941299438476562,2129440.486431122,5368942.630050234,25504985.094070435,18972310.066223145,0.0,3188123.1367588043,6329666.189415084,0,0,0,0,1,0,0,0,0,0,0,0.6923076923076923,709.3636363636364,0,0,18946775.913238525,25986.909866333008,6362399.637699127,7719945.945511291,18946485.75782776,25005.102157592773,5094926.118850708,7355413.854537819,4265.0,4.0,0.0,0.0,17159430.752997603,0.0,878.3846153846154,465.22222222222223,0,13,9,11419,4187,,,,,,,,,,,,,,
10.20.99.60,37.252.229.165,60676,5938,6,2021-04-12 22:40:28,5229723.930358887,66.54270944969723,0.9560734116335808,0.5736440469801485,0.3824293646534323,3,2,210,138,78.0,54.0,70.0,11.313708498984761,78.0,60.0,69.0,9.0,78,54,69.6,10.461357464497617,109.44000000000001,60,40,20,2,1307430.9825897217,4970050.096511841,44164.89601135254,2114847.376410772,5096966.981887817,4970050.096511841,126916.88537597656,2548483.4909439087,2421566.605567932,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,69.6,256,1023,0.0,0.0,0.0,0.0,4925885.200500488,82751.98936462402,2504318.594932556,2421566.605567932,0.0,0.0,0.0,0.0,0.0,0.0,70.0,69.0,0,3,2,210,138,,,,,,,,,,,,,,
10.20.99.60,185.199.111.133,61691,443,6,2021-04-12 22:40:33,39232.01560974121,3084.215738585606,50.97877253860505,25.489386269302525,25.489386269302525,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,256,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.0337658,0.04892813,0.033194162,0.037251446,0.023803577,2.890254e-08,0.26687026,0.40518123,7.071696e-05,0.062444255,0.08681382,0.001672712,3.84734e-06
10.20.99.60,172.217.161.131,60225,443,17,2021-04-12 22:40:33,262413.97857666016,22837.960205116276,30.486180817775775,19.053863011109858,11.432317806665916,5,3,3493,2500,1392.0,75.0,698.6,593.101879949811,1392.0,67.0,833.3333333333334,560.5059222603173,1392,67,749.125,584.7421306653044,341923.359375,40,24,8,5,37487.711225237166,173934.9365234375,0.95367431640625,58958.11545567056,262413.97857666016,173934.9365234375,136.1370086669922,65603.49464416504,65216.26101745759,38516.04461669922,38515.09094238281,0.95367431640625,19258.02230834961,19257.068634033203,0,0,0,0,1,0,0,0,0,0,0,0.6,749.125,0,0,0.0,0.0,0.0,0.0,173934.9365234375,37815.80924987793,105875.37288665771,68059.56363677979,0.0,0.0,0.0,0.0,0.0,0.0,698.6,833.3333333333334,0,5,3,3493,2500,,,,,,,,,,,,,,
10.20.99.60,185.199.110.154,61664,443,6,2021-04-12 22:40:43,37955.04570007324,3187.9819341059706,52.693916266214394,26.346958133107197,26.346958133107197,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,2060,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.033917084,0.049002144,0.033327606,0.03731109,0.023851546,2.8933913e-08,0.26669204,0.40482646,7.072387e-05,0.06251418,0.086810715,0.0016724942,3.847771e-06
10.20.99.60,23.198.121.17,61627,443,6,2021-04-12 22:40:45,22280.93147277832,5430.652670326261,89.76285405497951,44.88142702748976,44.88142702748976,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,254,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.028426996,0.04573246,0.030785888,0.030776612,0.021523222,2.9744182e-08,0.21240076,0.50788957,6.132355e-05,0.040578045,0.08069181,0.0011293384,3.9435545e-06
10.20.99.60,104.16.53.111,61647,443,6,2021-04-12 22:40:46,4178.047180175781,28960.89842501712,478.6925359506962,239.3462679753481,239.3462679753481,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,257,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.028503349,0.045756854,0.030820072,0.03081143,0.021567965,2.9699402e-08,0.21231642,0.5075807,6.138605e-05,0.040748525,0.08069782,0.0011315291,3.937486e-06
10.20.99.60,60.1.2.108,61723,7680,6,2021-04-12 22:40:31,15020660.877227783,21.96973906123529,0.3328748342611408,0.3328748342611408,0.0,5,0,330,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,100,0,20,0,3755165.219306946,8000022.888183594,1000494.9569702148,2678512.4991476024,15020660.877227783,8000022.888183594,1000494.9569702148,3755165.219306946,2678512.4991476024,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,66.0,64240,0,0.0,0.0,0.0,0.0,3994872.808456421,1000494.9569702148,2000005.7220458984,1219614.5842117486,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,5,0,330,0,,,,,,,,,,,,,,
10.20.99.60,216.58.200.10,61719,443,6,2021-04-12 22:40:47,22401.809692382812,5401.349340144742,89.27850148999575,44.639250744997874,44.639250744997874,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,256,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.028427258,0.04573275,0.030786129,0.030776925,0.021523247,2.97444e-08,0.21240403,0.50788456,6.1323706e-05,0.040578477,0.08069197,0.001129352,3.943572e-06
10.20.99.60,123.30.168.3,61721,443,6,2021-04-12 22:40:48,5764.007568359375,20992.33884844474,346.98080741230973,173.49040370615486,173.49040370615486,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,256,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.028475435,0.045739036,0.030802194,0.030789463,0.0215563,2.9701727e-08,0.21219683,0.50786644,6.1360945e-05,0.040690687,0.08068786,0.0011304432,3.938012e-06
10.20.99.60,203.162.172.108,61594,5938,6,2021-04-12 22:40:02,90448478.93714905,32506.27356644715,47.8062212964871,30.62516951694479,17.18105177954231,2770,1554,2793327,146816,1478.0,54.0,1008.4212996389891,631.4598853185703,1514.0,60.0,94.47619047619048,160.83237398580445,1514,54,679.959065679926,676.049868389972,457043.42455009837,55400,31080,20,2454,20922.618306071952,1946233.0341339111,0.0,156377.658279554,90442420.00579834,1963227.0336151123,25.987625122070312,32662.484653592757,196297.1217058029,90442587.85247803,2010550.0221252441,0.0,58237.33924821509,269568.7251556521,0,0,0,0,1,0,0,0,0,0,0,0.5610108303249097,679.959065679926,254,1025,1936538.9347076416,56.02836608886719,178763.52269553283,449716.5650430236,1902837.0380401611,5014.896392822266,138871.11069018,393886.6833150625,16886.7987012987,14.448051948051948,362.5,9.147887323943662,6373413.709439605,6225.984227195836,1008.4212996389891,94.47619047619048,0,2770,1554,2793327,146816,,,,,,,,,,,,,,
10.20.99.60,203.162.172.107,61537,5938,6,2021-04-12 22:40:02,90448206.18629456,28159.596606637177,40.144521965657276,26.81092419904128,13.333597766615993,2425,1206,2461086,85899,1514.0,54.0,1014.880824742268,624.4344306397526,256.0,60.0,71.22636815920399,21.055978488147126,1514,54,701.4555218947949,676.8219338961434,458087.9302029155,48500,24120,20,2237,24916.861208345606,1935244.7986602783,0.0,161848.16403103984,90442200.18386841,1935244.7986602783,1.9073486328125,37311.13868971469,198857.40874473192,90442589.04457092,2045910.8352661133,0.0,75056.09049341985,293509.9232737713,0,0,0,0,1,0,0,0,0,0,0,0.49731958762886597,701.4555218947949,255,1021,1932083.1298828125,75.10185241699219,180133.4333859281,424977.3152244387,1886849.1649627686,5038.976669311523,144688.92591970938,381743.3472334033,12826.351955307262,11.268156424581006,103.71559633027523,7.513761467889908,5759323.898566535,11333.103735913572,1014.880824742268,71.22636815920399,0,2425,1206,2461086,85899,,,,,,,,,,,,,,
10.20.98.115,10.20.103.255,54453,54915,17,2021-04-12 22:40:03,90041919.94667053,308.2453152535903,1.0106403778806239,1.0106403778806239,0.0,91,0,27755,0,305.0,305.0,305.0,0.0,0.0,0.0,0.0,0.0,305,305,305.0,0.0,0.0,728,0,8,91,1000465.7771852282,1014257.9078674316,985374.927520752,6976.744046168087,90041919.94667053,1014257.9078674316,985374.927520752,1000465.7771852282,6976.744046168087,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,305.0,0,0,24741.172790527344,536.9186401367188,14555.729352510893,7626.126665173135,993690.9675598145,5048.036575317383,41838.06072581898,168321.57560012757,1052.0,4.0,0.0,0.0,351.90868957073184,0.0,305.0,0.0,0,91,0,27755,0,,,,,,,,,,,,,,
10.20.98.115,10.20.103.255,54915,54915,17,2021-04-12 22:40:03,90031897.78327942,304.8919402551789,0.9996457057546848,0.9996457057546848,0.0,90,0,27450,0,305.0,305.0,305.0,0.0,0.0,0.0,0.0,0.0,305,305,305.0,0.0,0.0,720,0,8,90,1011594.3571154991,2006747.9610443115,981129.8847198486,106370.52917734397,90031897.78327942,2006747.9610443115,981129.8847198486,1011594.3571154991,106370.52917734397,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,305.0,0,0,1004695.8923339844,1211.1663818359375,51973.73142948857,187022.03001831815,1018077.8503417969,5458.11653137207,72918.65348815918,236098.43831726344,1052.0,4.0,0.0,0.0,351.90607942915454,0.0,305.0,0.0,0,90,0,27450,0,,,,,,,,,,,,,,
10.20.99.230,224.0.0.251,5353,5353,17,2021-04-12 22:40:51,1031812.9062652588,298.5037288541332,1.9383359016502157,1.9383359016502157,0.0,2,0,308,0,154.0,154.0,154.0,0.0,0.0,0.0,0.0,0.0,154,154,154.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,154.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0,2,0,308,0,,,,,,,,,,,,,,
10.20.99.60,52.139.250.253,61024,443,6,2021-04-12 22:40:57,94671.96464538574,4626.501643233279,31.688367419406017,21.125578279604014,10.562789139802007,2,1,211,227,157.0,54.0,105.5,51.5,227.0,227.0,227.0,0.0,227,54,146.0,71.05397009785355,5048.666666666667,40,20,20,1,47335.98232269287,49712.8963470459,44959.068298339844,2376.9140243530273,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,146.0,257,7265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.5,227.0,0,2,1,211,227,,,,,,,,,,,,,,
10.20.99.60,172.217.24.35,61713,443,6,2021-04-12 22:40:57,22640.94352722168,5344.3002432526355,88.33554121078735,44.16777060539368,44.16777060539368,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,252,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.028425585,0.04573194,0.030784948,0.030776523,0.021522392,2.9744777e-08,0.21240947,0.5078862,6.132302e-05,0.040576726,0.08069154,0.0011293329,3.943656e-06
10.20.99.60,172.217.25.3,61697,443,6,2021-04-12 22:40:59,23972.034454345703,5047.548226682315,83.43054920136058,41.71527460068029,41.71527460068029,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,255,295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.028462835,0.045770034,0.030817619,0.030820116,0.02153046,2.976437e-08,0.21280354,0.5072368,6.135973e-05,0.040644918,0.08071714,0.0011312042,3.9456477e-06
10.20.99.60,35.206.217.249,61722,443,6,2021-04-12 22:41:00,70747.13706970215,1710.3165585455035,28.269695182570306,14.134847591285153,14.134847591285153,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,253,269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.033929463,0.048928067,0.03320632,0.03747844,0.023890477,2.8814354e-08,0.2683,0.40195665,7.099508e-05,0.06361787,0.086923644,0.0016940567,3.8390517e-06
10.20.99.60,123.30.175.29,61720,443,6,2021-04-12 22:41:02,0.0,0,0,0,0,1,0,55,0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,55,55,55.0,0.0,0.0,20,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,55.0,255,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0,1,0,55,0,,,,,,,,,,,,,,
10.20.99.60,239.255.255.250,60230,1900,17,2021-04-12 22:41:02,3027176.856994629,276.1649019839488,1.321363167387315,1.321363167387315,0.0,4,0,836,0,209.0,209.0,209.0,0.0,0.0,0.0,0.0,0.0,209,209,209.0,0.0,0.0,32,0,8,4,1009058.952331543,1014984.8461151123,999974.9660491943,6521.977515623358,3027176.856994629,1014984.8461151123,999974.9660491943,1009058.952331543,6521.977515623358,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,209.0,0,0,0.0,0.0,0.0,0.0,1012217.0448303223,15009.880065917969,513613.4624481201,498603.58238220215,0.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0,0,4,0,836,0,,,,,,,,,,,,,,
10.20.99.60,104.26.1.148,61628,443,6,2021-04-12 22:41:06,28378.963470458984,4263.721616399227,70.47473746114424,35.23736873057212,35.23736873057212,1,1,55,66,55.0,55.0,55.0,0.0,66.0,66.0,66.0,0.0,66,55,60.5,5.5,30.25,20,20,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,60.5,257,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,66.0,0,1,1,55,66,1.0,0.032184154,0.048725635,0.03283405,0.03533801,0.023001527,2.955628e-08,0.2556275,0.43112692,6.8449e-05,0.053621773,0.085954815,0.0015131871,3.9114207e-06
